seed,scenario,aggregation_method,use_he,use_fuzzy,use_zt,round_idx,train_loss_avg,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,n_accepted,n_rejected,n_malicious_total,n_malicious_rejected,time_local_train_sec,time_encrypt_sec,time_aggregate_sec,time_decrypt_sec,time_fuzzy_sec,time_total_sec,he_ciphertext_bytes
2024,fedavg_he_fuzzy,fedavg,True,True,False,11,0.33928213208008023,0.5814003859230767,0.7072374877330716,0.5417796621907613,0.6728911338815406,10,0,3,0,10.063961505889893,5.3837730884552,3.5289392471313477,0.1917572021484375,0.09909820556640625,19.574461460113525,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,12,0.33893162045160585,0.5774675887747064,0.7084887144259078,0.5433580729377127,0.6753077756081459,10,0,3,0,12.778905391693115,5.417644739151001,3.501420497894287,0.1853327751159668,0.10138964653015137,22.288594245910645,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,13,0.3377030987739126,0.5827182286854932,0.7069185475956821,0.5413349032968762,0.6729461019432122,10,0,3,0,12.868797779083252,5.341946601867676,3.568239450454712,0.18277764320373535,0.09789156913757324,22.5801944732666,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,14,0.33726633414973783,0.5731135225155637,0.7095436702649657,0.5433795579732466,0.6772061251891031,10,0,3,0,12.818909883499146,5.1369006633758545,3.7121388912200928,0.18150115013122559,0.09918498992919922,22.253342628479004,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,15,0.33653776990927764,0.5623531255450637,0.7134936211972522,0.5493562769899474,0.6825583232803909,10,0,3,0,12.975255012512207,5.159579515457153,3.7794687747955322,0.18303942680358887,0.09690523147583008,22.49472999572754,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,16,0.3342718700860361,0.5612032814512543,0.715603532875368,0.5533991946895763,0.6851351597486791,10,0,3,0,11.847898960113525,5.197747468948364,3.718329668045044,0.18363618850708008,0.10143280029296875,21.347627878189087,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,17,0.3346267932445516,0.556647086400864,0.7197742885181551,0.5576502169516591,0.6941622322750755,10,0,3,0,9.966226816177368,5.162088394165039,3.5399439334869385,0.1889793872833252,0.3057725429534912,19.468219995498657,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,18,0.33360837604470495,0.5525278033405338,0.7283120706575074,0.5669811659735758,0.7103579241450871,10,0,3,0,9.967973709106445,5.363199234008789,3.5358850955963135,0.18700098991394043,0.09641313552856445,19.44418215751648,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,19,0.3330165229163614,0.5547798261558226,0.7274288518155054,0.5666137318645772,0.7096965748043753,10,0,3,0,10.16535210609436,5.300238847732544,3.543948173522949,0.18716645240783691,0.10055851936340332,19.599700689315796,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,20,0.33277070313482693,0.5542264434844402,0.7229882237487734,0.5616434076878605,0.7017011380798394,10,0,3,0,10.144893169403076,5.380348205566406,3.5000123977661133,0.1856706142425537,0.09685754776000977,19.612867832183838,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,21,0.3321484905358689,0.568026838218382,0.7151128557409224,0.5493534091323092,0.6837247550780244,10,0,3,0,10.11272931098938,5.388819456100464,3.5285723209381104,0.1830892562866211,0.09981536865234375,19.612743377685547,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,22,0.33314615021712757,0.570293871998436,0.716756624141315,0.5540612165555319,0.6844753918928881,10,0,3,0,9.981213331222534,5.313751220703125,3.4796299934387207,0.19099903106689453,0.10086965560913086,19.371185541152954,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,23,0.3310089257385416,0.5524878639468267,0.7206820412168793,0.5582616436297384,0.6914104245247097,10,0,3,0,9.848987340927124,5.395861625671387,3.707904100418091,0.19022917747497559,0.09611082077026367,19.552173614501953,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,24,0.3306089368017611,0.5458436570995806,0.7298822374877331,0.5693624362800788,0.7112260400185817,10,0,3,0,10.158489227294922,5.199191570281982,3.73996639251709,0.1839132308959961,0.10406064987182617,19.686415672302246,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,25,0.33064143500708987,0.5349689974050176,0.7423945044160942,0.5838580870222237,0.7307073355788384,10,0,3,0,10.210691928863525,5.197595119476318,3.7028744220733643,0.18042755126953125,0.09997892379760742,19.693318128585815,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,26,0.33070759359771357,0.5358794275046097,0.7448969578017665,0.5857172743141636,0.7340391874882607,10,0,3,0,10.140324831008911,5.14679741859436,3.4778478145599365,0.19253945350646973,0.30809807777404785,19.569424390792847,12062720
2024,fedavg_he_fuzzy,fedavg,True,True,False,27,0.3306108354419484,0.5421648326870036,0.733954857703631,0.5739474475433841,0.7168622398033703,10,0,3,0,10.539031744003296,5.350261688232422,3.499668598175049,0.18447661399841309,0.10240483283996582,19.976505279541016,12062720
